Point Id	Easting	Northing	Elevation	Code	
224	-1.6044	4.1235	2.8880		
225	-1.9171	3.8918	3.9337		
226	-2.1318	3.9525	4.9346		
227	-2.5720	1.8751	4.9056		
228	-2.3038	1.6800	3.6035		
229	-2.0035	1.6842	2.4193		
230	-2.3821	-0.5993	1.9046		
231	-2.7803	-0.6995	3.4612		
232	-3.1526	-0.7935	4.8698		
233	-3.4894	-2.3003	4.8591		
234	-3.0216	-2.1402	3.1430		
235	-2.6989	-2.2758	1.7142		
236	-3.0029	-4.0325	1.4208		
237	-3.3790	-4.1823	2.8422		
238	-3.9003	-4.4973	4.6331		
239	-3.9738	-4.4304	6.7086		
240	-3.7355	-3.0828	6.7888		
241	-3.4579	-1.6846	6.4099		
242	-3.4097	-1.3589	5.5710		
243	-3.1114	0.2886	5.8900		
244	-3.0369	0.5854	6.5130		
245	-2.7440	2.1675	6.2412		
246	-2.7083	2.3510	6.6005		
247	-2.3794	4.0479	6.4362		
248	-2.3577	4.1496	6.6720		
249	-2.1765	4.1022	7.5858		
250	-2.4160	3.5177	7.0237		
251	-2.6438	1.9684	7.3750		
252	-2.7641	1.8555	6.9632		
253	-3.1630	-0.8506	7.4160		
254	-3.2905	-0.8848	6.9100		
255	-3.5686	-3.1471	7.4636		
256	-3.7258	-3.1882	6.9053		
257	-3.9411	-6.0746	7.5182		
258	-3.8192	-4.6167	7.4738		
259	-3.9697	-4.6164	6.9309		
260	-3.9394	-6.2388	7.5769		
261	-4.1030	-6.1049	6.8501		
262	-3.9050	-5.3703	7.4548		
263	-4.0391	-5.2604	6.9089		
264	-4.0728	-5.3044	6.6881		
265	-4.1092	-6.0170	6.7247		
266	-4.1258	-6.1549	6.3104		
267	-4.0515	-5.1576	4.8005		
268	-4.0976	-6.1616	4.7431		
269	-3.7256	-6.2133	3.1732		
270	-3.5932	-5.0392	3.0627		
271	-3.1437	-4.9669	1.3693		
272	-3.2933	-6.7095	1.2352		
273	-3.0073	-4.8649	0.9748		
274	-3.1219	-6.5315	0.7764		
275	-2.7243	-6.3092	0.2104		
276	-2.4854	-4.8173	0.1895		
277	-3.5097	-6.8640	2.2016		
278	-3.4562	-6.9653	2.6631		
279	-3.6453	-6.5330	2.8812		
280	-3.7138	-6.3637	3.2346		
281	-3.4668	-6.9124	3.8961		
282	-3.6711	-6.4309	4.9779		
283	-3.4674	-6.8793	5.3308		
284	-3.6467	-6.4485	6.1181		
285	-3.4253	-6.9231	7.0924		
286	-3.6350	-6.4301	7.4456		
287	-2.0816	-6.1878	6.9670		
288					
289	-2.2140	-3.9478	6.9600		
290	-2.3975	-0.6316	6.9431		
291	-2.3958	-0.6329	6.9438		
292	-0.6752	-0.5395	6.9320		
293	1.6662	-0.4125	6.9245		
294	2.0219	4.2222	7.7033		
295	0.0307	4.1872	7.7043		
296	-2.0597	4.0184	7.6606		
297	-2.2407	2.0738	7.6555		
298	-0.3693	2.2386	7.6901		
299	2.2854	2.2589	7.7113		
300	2.6245	0.4649	7.7139		
301	-0.2326	0.6759	7.6962		
302	-2.3507	0.4303	7.6719		
303	-3.2128	-1.7268	7.6497		
304	-3.2201	-3.2854	7.6510		
305	-3.4155	-3.2664	7.6454		
306	-3.4580	-4.6859	7.6489		
307	-3.1045	-4.6932	7.6563		
308	-3.7266	-6.0289	7.6407		
309	-3.0179	-6.7941	7.6646		
310	-2.0145	-1.3217	9.1006		
311	-2.0011	-2.6681	9.1005		
312	-1.8800	-4.5847	9.1006		
313	-1.6141	-5.7429	9.1031		
314	-0.0939	-5.9255	9.1054		
315	-0.0670	-4.2174	9.0951		
316	-0.0342	-2.1561	9.0966		
317	0.0986	-1.0910	9.0997		
318	1.5151	-0.7850	9.1012		
319	1.0743	-2.8265	9.0986		
320	0.6369	-5.3453	9.1024		
321	2.7135	-6.4553	9.1054		
322	2.2524	-4.1789	9.0951		
323	2.8576	-3.3341	9.0977		
324	2.7893	-1.0973	9.0953		
325	0.1688	3.9997	0.0150		
326	0.9116	3.9211	0.0149		
327	1.7811	4.0479	0.0147		
328	2.5403	2.7605	0.0084		
329	1.2039	2.5630	0.0189		
330	0.3401	2.4437	0.0166		
331	-0.3249	2.4199	0.0194		
332	-0.5696	1.3299	0.0148		
333	0.3953	1.3652	0.0121		
334	1.2402	1.2954	0.0115		
335	2.2639	1.1078	0.0025		
336	2.7207	0.3503	-0.0001		
337	1.6845	0.2168	0.0033		
338	0.7727	0.1857	-0.0077		
339	-0.7597	0.2044	0.0063		
340	-1.1048	-0.7303	0.0155		
341	-0.0909	-0.7920	0.0083		
342	0.8600	-0.8059	-0.0011		
343	1.6553	-0.8272	0.0010		
344	2.8377	-0.9418	0.0052		
345	2.2131	-1.8123	0.0057		
346	1.2591	-1.9319	0.0022		
347	0.1925	-1.9727	0.0065		
348	-0.6021	-1.9709	0.0137		
349	-1.3809	-1.7966	0.0213		
350	-1.6962	-2.5373	0.0267		
351	-0.8286	-2.4738	0.0235		
352	0.2325	-2.7346	0.0075		
353	1.2969	-2.6693	0.0052		
354	1.9511	-2.4445	0.0164		
355	2.8997	-3.3644	0.0145		
356	1.7724	-3.2961	0.0078		
357	0.7169	-3.3695	0.0087		
358	-0.3387	-3.4727	0.0143		
359	-1.2621	-3.5372	0.0204		
360	-1.9759	-3.6255	0.0299		
361	-2.2681	-4.7386	0.0278		
362	-1.5550	-4.6584	0.0222		
363	-0.6018	-4.5943	0.0176		
364	0.6789	-4.4874	0.0102		
365	1.4263	-4.4740	0.0081		
366	2.2036	-4.6084	0.0103		
367	2.6260	-5.4953	0.0119		
368	1.7661	-5.6577	0.0232		
369	0.8260	-5.7538	0.0215		
370	-0.6878	-5.9596	0.0233		
371	-1.8734	-5.7567	0.0199		
372	-1.5415	-6.8421	0.0263		
373	0.6585	-6.7221	0.0282		
374	2.6721	-6.3019	0.0181		
375	0.0003	4.3006	1.3897		
376	0.1407	-6.0820	0.0279		
377	0.0971	-5.9396	5.0276		
378	-0.6028	-1.4968	0.2217		
379	-0.3935	-5.1570	5.1249		
380	0.0910	-5.1828	5.0839		
381	0.1127	-5.9807	5.0296		
382	-3.2402	-6.1677	5.0263		
383	-1.8541	4.2193	5.0053		
384	-2.3950	-0.4113	6.9462		
385	2.1826	-0.1950	6.9130		
386	1.8735	4.4076	7.6412		
QV	0.0000	0.0000	0.0000		
